West Eifel Volc Field	50.16999817	6.849999905
SCI4	37.5254	13.0709	128.504	57.562597201437
Methana	37.61500168	23.33600044
ANAV	37.7334	23.9041	55.711	51.70296006909
ATHI	37.9345	23.6986	68.297	47.726138495305
ATRS	37.2444	22.8349	406.443	60.464583971487
DION	38.0785	23.9326	514.534	73.487053655606
DYNG	38.0786	23.9324	510.572	73.482311393542
HALK	38.4654	23.6025	88.329	97.397394902744
KORI	37.9416	22.9309	53.494	50.856905104401
KRYO	37.9723	22.6179	926.911	74.564285495255
LYGO	37.6125	23.0377	391.251	26.276451338491
MEN1	37.561	23.3861	57.526	7.4527583902356
MET0	38.0653	23.7623	219.872	62.517501687225
MOL1	36.8056	22.8508	248.408	99.73183376924
NOA1	38.0471	23.864	537.817	66.774096167423
SPET	37.2674	23.1554	55.293	41.811099023164
THI1	38.3166	23.3184	261.029	78.02942916795
THIV	38.3162	23.317	256.241	77.987484611969
