SITE	LAT	LON	ellipsoid height
ASCC	42.8573	13.593	206.555
ASCG	-7.9163	-14.3327	37.976
ASCN	-7.9513	-14.4121	106.261
ASCO	42.8225	13.6369	374.041
ASCS	42.2553	-77.797	549.744
ASFD	-29.3243	151.0932	464.811
ASH1	48.294	-92.9704	348.033
ASHL	42.1807	-122.6702	608.727
ASHM	36.3459	-116.1394	885.738
ASHV	35.5995	-82.5462	659.154
ASHW	44.4792	-88.076	159.332
ASIA	45.8663	11.5254	1093.63
ASKY	75.7261	-58.2573	687.279
ASMA	15.3397	38.9103	2321.7
ASND	46.5521	-90.914	221.037
ASOS	10.0506	34.5529	1621.89
ASPA	-14.3261	-170.7224	53.692
ASS2	52.9777	6.5646	69.495
ASSE	52.9967	6.5229	64.395
ASSN	52.9789	6.5654	66.316
AST1	39.3903	-117.3084	1760.07
AST2	39.3904	-117.3086	1760.3
AST3	46.3179	48.0535	-18.709
ASTA	38.1694	-121.6845	-16.671
ASTI	44.9057	8.2032	207.03
ASTO	42.4572	-6.0547	940.672
ASTU	42.1933	-4.2932	843.112
ASTY	36.5451	26.3533	124.287
ASUB	36.2141	-81.6819	956.646
ASUM	-0.6194	34.6174	1414.14
AT01	48.6546	15.5984	457.58
ATAL	38.6531	22.9994	135.28
ATBU	43.476	12.5478	1046.32
ATFO	43.3701	12.5671	1020.45
ATH2	14.0823	100.613	-14.352
ATHE	-17.2675	145.476	836.433
ATHI	37.9345	23.6986	68.297
ATHL	53.4322	-7.9076	114.106
ATHR	-33.4482	117.0196	273.154
ATIC	-16.2313	-73.6972	54.454
ATJN	-19.3008	-70.1368	1598
ATL1	33.9356	-84.5204	295.306
ATLI	59.5895	-133.7145	792.871
ATLO	43.3151	12.4071	652.518
ATMA	44.1314	-79.3218	210.59
ATMI	43.334	12.2673	573.088
ATQK	70.472	-157.4079	28.048
ATR5	43.8612	-79.3796	164.95
ATRI	42.5515	14.0073	422.154
ATRM	43.8612	-79.3796	164.918
ATRS	37.2444	22.8349	406.443
ATST	42.1683	9.3361	740.423
ATTA	14.8094	106.8284	86.956
ATTE	43.1998	12.3505	992.593
ATTL	52.5168	0.9881	81.5
ATW2	61.5978	-149.1323	97.063
ATWC	61.5982	-149.1323	98.02
ATYR	47.0933	51.8851	-23.746
AUBG	48.4213	10.9213	508.659
AUBN	41.366	-85.0544	243.332
AUBR	35.9372	-112.9723	1856.31
AUBU	48.2169	7.1967	1151.89
AUCH	43.6495	0.5807	232.024
AUCK	-36.6028	174.8344	132.723
AUDE	50.1765	7.0018	514.765
AUDR	58.4225	24.3137	41.699
AUGL	59.3703	-153.3539	103.929
AUKT	-36.8438	174.7704	40.093
AULL	44.2089	9.9729	190.628
AULT	29.9978	-95.7447	25.764
AUMO	44.7218	3.2836	1115.61
AUNI	46.1039	-0.9486	80.081
AUR1	53.4674	7.476	65.667
AURI	43.7066	4.9489	193.833
AUT0	30.3955	-97.7352	257.09
AUT1	40.5668	23.0037	150.085
AUTF	-54.8395	-68.3036	71.902
AUTN	46.9538	4.289	353.615
AV01	59.3585	-153.4608	487.208
AV02	59.333	-153.4284	229.77
AV03	59.3813	-153.4378	360.161
AV04	59.3626	-153.4447	915.935
AV05	59.3629	-153.4227	1036.57
AV06	54.1472	-165.7657	463.075
AV07	54.1629	-166.0385	521.043
AV08	54.1363	-166.0283	598.389
AV09	53.8756	-166.5418	105.663
AV10	54.0976	-165.9338	329.521
AV11	59.3706	-153.3547	114.898
AV12	54.2108	-165.8975	404.697
AV13	54.1531	-165.8978	494.731
AV14	54.1189	-165.8416	396.322
AV15	54.1002	-165.7101	457.415
AV16	59.3859	-153.535	25.365
AV17	59.4039	-153.4514	29.389
AV18	59.3804	-153.4368	367.192
AV19	59.3549	-153.4143	647.443
AV20	59.3474	-153.4282	542.185
AV21	59.3703	-153.3539	103.995
AV24	54.59	-164.7548	481.724
AV25	54.53	-164.7795	651.944
AV26	54.5717	-164.5805	577.602
AV27	54.4924	-164.7232	977.893
AV29	54.4724	-164.5861	971.855
AV34	54.7249	-163.7129	636.394
AV35	54.8467	-164.3869	646.987
AV36	54.7718	-164.1268	648.413
AV37	54.7094	-163.9972	796.027
AV38	54.8315	-163.7809	492.294
AV39	54.8113	-163.9985	797.382
AV40	54.6445	-163.743	413.933
AVAL	47.494	3.9153	312.387
AVCA	43.0609	-82.6877	200.481
AVE1	40.9119	14.7833	420.275
AVEL	41.8816	0.7505	682.641
AVEN	46.1948	4.6062	740.821
AVI2	40.6638	-4.6782	1206.51
AVIL	40.6511	-4.6793	1176.89
AVIN	38.9829	-9.0794	176.525
AVIS	39.0566	-7.8895	270.138
AVLN	-41.1964	174.9329	39.633
AVLS	43.566	-5.9058	151.074
AVO1	41.1098	15.0827	554.236
AVO2	40.844	15.0217	623.333
AVO3	40.8741	14.6297	245.312
AVO4	40.9004	15.4386	699.702
AVO5	51.5037	-2.6968	63.917
AVON	41.8004	-72.8366	48.137
AVOT	47.6193	5.0142	380.225
AVR1	44.9561	5.6532	923.789
AVRA	48.6818	-1.363	145.7
AVRY	34.4683	-117.154	888.917
AVUN	-15.6436	167.0933	76.823
AWES	30.1003	-90.983	-10.312
AWG1	53.4913	5.9413	79.204
AXIS	47.4044	-120.285	224.614
AXPV	43.4912	5.3332	229.367
AYD1	37.8407	27.8379	101.897
AYOR	39.0613	-1.0592	661.873
AYSE	-45.3965	-72.6813	29.573
AYVL	39.3114	26.6862	54.337
AZ36	32.4772	-111.2053	598.674
AZAH	33.7745	-111.8919	711.873
AZAJ	33.4146	-111.5566	493.201
AZAM	31.73	-111.0714	928.938
AZBC	34.0569	-112.1541	629.71
AZBH	35.1075	-114.605	151.685
AZBK	33.3695	-112.6201	242.896
AZBR	32.259	-110.8014	758.395
AZCC	31.3901	-109.9251	1473.16
AZCK	33.8324	-111.9438	644.821
AZCL	32.9837	-111.5154	407.167
AZCN	36.8398	-107.911	1861.25
AZCO	31.3911	-109.9291	1473.17
AZCS	33.66	-111.8936	485.582
AZDS	35.5331	-114.3592	870.667
AZFH	33.5695	-111.7094	448.143
AZFL	35.1773	-111.657	2088.01
AZFM	34.8522	-114.5951	119.882
AZGB	33.3954	-110.7715	1097.83
AZGI	33.3129	-111.7267	367.888
AZGL	33.4431	-110.8331	958.551
AZGR	39.0879	-28.0229	90.604
AZGV	35.2544	-114.2543	867.565
AZGY	33.4535	-112.3544	277.326
AZKR	33.059	-110.9103	560.556
AZLH	34.5083	-114.3471	172.515
AZM1	33.0284	-112.0555	340.212
AZMO	33.0595	-112.2607	375.583
AZMP	35.3706	-114.1537	1271.77
AZN1	32.6837	-114.6422	10.736
AZNE	32.6758	-114.5964	34.624
AZPA	33.6927	-112.2779	371.967
AZPE	33.5749	-112.2556	316.233
AZPG	36.9087	-111.4627	1301.98
AZPS	34.6086	-112.4607	1574.32
AZPV	34.5879	-112.3181	1525.37
AZRT	32.1345	-111.1831	711.622
AZRV	34.1319	-109.281	2110.61
AZRY	33.5401	-116.6297	1265.7
AZSC	33.4918	-111.9226	361.28
AZSF	32.802	-109.7119	897.015
AZSR	34.1323	-109.2813	2115.75
AZST	33.1678	-111.6353	485.233
AZSV	34.265	-111.2405	1465.26
AZT1	39.3706	-104.8607	1880.94
AZTO	33.4916	-112.8737	318.534
AZTP	33.4457	-111.9376	360.407
AZTU	32.3051	-111.0015	673.32
AZU1	34.126	-117.8965	144.771
AZUE	7.9557	-80.4325	16.069
AZUL	-36.767	-59.8813	158.382
AZUP	33.4809	-111.62	591.546
AZUT	7.4048	-80.4355	30.251
AZVA	31.9541	-110.7703	1010.16
AZWA	33.8593	-112.6622	540.673
AZWK	33.9583	-112.7447	645.803
AZYC	34.8793	-114.147	541.036
AZYU	32.6583	-114.5271	36.945
B136	26.8889	89.454	1389.15
B489	27.5171	90.537	3234.95
BA00	43.5804	-65.6154	16.288
BABJ	-13.2615	-43.5471	428.344
BABR	-12.15	-44.9949	443.057
BAC1	49.6225	2.3833	143.231
BACA	46.5621	26.9122	219.136
BACK	-74.4304	-102.4782	33.178
BACO	39.3995	-76.6068	126.997
BACT	44.3877	6.6496	1205.13
BADG	51.7697	102.235	811.378
BADH	50.228	8.6099	261.29
BADJ	38.8937	-6.9893	249.936
BAGH	23.1617	92.1919	-10.173
BAHR	26.2091	50.6081	-17.083
BAI1	41.1643	-8.034	626.362
BAIA	47.6518	23.5577	270.847
BAIE	49.1868	-68.2633	27.491
BAIL	-14.7966	-39.1724	44.684
BAIO	42.1194	-8.8463	67.082
BAIR	-11.3056	-41.8585	723.955
BAIS	44.0223	23.3405	115.551
BAIT	-12.5213	-40.2887	267.506
BAJA	43.9037	7.7189	921.774
BAJR	42.3577	20.0741	428.13
BAK1	35.3519	-119.0208	93.492
BAK2	-6.4907	106.8489	160.765
BAKC	0.3504	29.8934	4441.81
BAKE	64.3178	-96.0023	4.447
BAKO	-6.4911	106.8489	158.11
BAKU	40.3722	49.8144	94.024
BAL1	-0.5333	98.4959	-10.926
BAL2	47.9309	7.5403	264.499
BAL3	53.6004	20.602	176.606
BAL4	42.4627	76.1939	1612.85
BALA	-32.4608	123.8681	130.786
BALD	37.7834	-118.9014	2749.44
BALG	47.9306	7.5407	264.481
BALI	-33.7667	115.8426	177.418
BALK	39.6394	27.8936	202.575
BALL	-37.5589	143.8549	463.183
BALM	-37.2488	141.8422	191.301
BALV	57.1283	27.2652	145.698
BALY	42.4627	76.1939	1612.85
BAMF	48.8353	-125.1351	10.747
BAMO	40.4128	-117.2046	1792.47
BAN1	42.0331	-7.9715	831.641
BAN2	13.0343	77.5116	831.872
BAND	40.3312	27.9967	97.325
BANH	10.6095	99.0756	-4.521
BANI	-4.5223	129.9046	77.058
BANN	44.3692	4.1563	357.591
BANO	44.4082	18.5292	387.254
BANS	8.6127	-70.2387	205.007
BAR1	33.4805	-119.0297	14.81
BAR2	18.2087	-71.0982	6.736
BAR3	51.5154	0.0969	104.193
BAR4	56.9544	-7.5005	70.411
BAR5	41.4142	15.0184	689.712
BAR6	41.409	15.0168	628.86
BAR7	47.6331	7.4796	321.041
BAR8	42.4156	-6.9844	397.854
BAR9	-24.159	149.7958	144.623
BARA	43.0659	-2.7111	667.947
BARB	13.0879	-59.6091	-38.615
BARC	46.1931	12.5636	528.478
BARD	44.6316	9.7313	662.721
BARH	44.395	-68.2217	6.746
BARI	15.8018	-91.3148	1461.27
BARK	22.7256	92.3753	23.791
BARN	44.0991	-71.1596	139.663
BARO	71.325	-156.6677	12.072
BARR	44.3273	-79.6867	279.236
BARS	13.0913	-59.5837	34.576
BART	54.2507	20.8154	93.246
BARY	43.0357	0.6719	633.48
BAS1	45.415	-63.7813	9.229
BAS2	42.0014	9.0489	855.139
BAS3	6.203	-77.3932	36.26
BASC	71.3249	-156.6779	12.808
BASK	38.0434	44.0173	2312.34
BASS	45.7618	11.7314	168.631
BAST	42.0014	9.0489	855.112
BASV	48.4478	18.921	621.384
BAT1	50.6374	5.834	322.824
BAT3	-33.4297	149.5672	756.545
BATA	10.0977	-83.376	33.845
BATF	-17.5549	-39.7433	108.939
BATH	47.6491	-65.6932	38.277
BATK	40.0541	70.8147	1002.27
BATM	36.4035	-116.5116	736.988
BATT	40.5159	-117.2089	1505.94
BAUB	43.8769	3.967	210.984
BAUD	48.7125	-94.5907	311.78
BAUG	47.5365	-0.088	112.663
BAUS	56.4059	24.1861	69.397
BAVC	-14.8883	-40.8027	875.244
BAVE	-34.1676	-70.7656	513.923
BAVL	54.4039	53.2321	253.481
BAY1	55.1903	-162.7072	50.607
BAY2	55.1904	-162.7068	50.602
BAY5	55.1903	-162.7072	50.771
BAY6	55.1904	-162.7068	50.727
BAYB	40.2502	40.1914	1709.14
BAYF	51.775	-0.0949	117.013
BAYR	43.4462	-83.8917	148.888
BAYS	52.6742	-2.7685	156.894
BAZO	47.6893	-0.1703	83.244
BBDM	34.5822	-119.9815	204.875
BBID	44.185	-111.5261	1789.91
BBOO	-32.8103	136.0587	288.653
BBOR	53.8985	16.8487	215.889
BBRY	34.2643	-116.8842	2051.07
BBUT	41.4388	-118.295	1264.93
BBYS	48.7518	19.151	487.449
BCAB	49.0522	-122.3295	72.703
BCAR	-37.7612	-58.3011	150.384
BCBU	49.2514	-123.0002	13.005
BCC2	39.1659	-78.1739	188.562
BCCG	49.3119	-117.653	443.673
BCCH	49.1466	-122.0026	-0.465
BCCO	49.6896	-125.0008	11.505
BCCQ	49.2786	-122.7911	14.147
BCDI	52.158	-128.1105	22.32
BCDL	58.4256	-130.0257	802.059
BCES	48.4293	-123.4287	21.149
BCFJ	56.2462	-120.7494	677.136
BCFN	58.8403	-122.5849	367.952
BCFT	45.0437	-77.8891	346.464
BCH1	-41.1468	-71.2989	886.374
BCHE	-41.1468	-71.2989	886.441
BCHO	49.3787	-121.4407	33.427
BCIN	50.5092	-116.0286	829.376
BCIT	47.6142	-122.1915	45.747
BCKW	49.8848	-119.4954	354.667
BCL1	41.3418	2.1657	56.098
BCLC	49.1038	-122.6574	3.639
BCLI	49.1151	-123.1471	-4.919
BCLN	41.4054	2.0042	84.812
BCMR	49.2212	-122.5385	73.495
BCMT	-28.1253	153.1936	586.668
BCN1	41.3418	2.1657	56.096
BCNA	49.1839	-123.9532	44.357
BCNS	48.6485	-123.451	3.647
BCOM	49.2654	-68.1573	58.943
BCOR	-17.1804	-68.4292	4023.14
BCOV	50.5443	-126.8426	37.32
BCPG	53.9081	-122.7962	601.692
BCPH	50.6856	-127.3754	1.35
BCPR	54.2768	-130.4346	28.98
BCPT	54.3127	-130.3256	44.546
BCRK	62.4143	-140.8604	719.468
BCSA	50.7003	-119.2795	354.026
BCSE	49.4722	-123.7631	6.169
BCSF	49.1921	-122.8601	83.464
BCSL	49.5654	-119.6442	428.771
BCSM	48.5595	-123.7995	932.688
BCSS	53.2536	-131.8071	-0.926
BCSU	49.6022	-119.6817	474.967
BCTE	54.5148	-128.6266	61.307
BCTS	49.006	-123.0828	46.937
BCVC	49.2758	-123.0893	11.181
BCVI	48.4807	-123.3916	15.143
BCVR	50.2413	-119.2312	448.513
BCWA	52.1874	-122.0644	927.157
BCWR	34.9205	-119.4058	1332.94
BCWS	50.1313	-122.9546	639.104
BCYI	44.3156	-113.4058	2173.36
BDAR	11.5998	37.3597	1793.11
BDCK	46.1135	-60.7753	30.005
BDEC	-19.2651	-68.5983	3732.9
BDJC	-19.1318	-67.4274	3808.76
BDLE	-37.7586	147.656	125.937
BDMR	-25.5105	149.522	295.484
BDMT	11.5998	37.3597	1793.42
BDOS	13.088	-59.6091	-38.619
BDRM	-26.6847	153.0692	182.191
BDRY	48.9867	-117.3499	601.827
BDSP	37.5182	-114.0804	1557.9
BDST	-27.9871	152.9951	100.991
BDVL	-25.9004	139.3479	69.144
BEA1	-27.9871	152.9951	100.929
BEA2	62.4078	-140.8625	662.429
BEA3	42.5153	3.1367	108.166
BEA4	45.3053	-73.8909	19.396
BEA5	29.7569	-94.9374	-14.042
BEAN	-75.9563	-69.3022	892.303
BEAR	42.5153	3.1367	108.166
BEAT	37.0399	-116.6211	1396.03
BEAU	49.4297	2.0818	128.898
BEAV	49.4461	2.1026	147.193
BEC1	42.856	-7.158	661.986
BECA	46.3479	-72.4346	-14.544
BECE	9.7021	-73.2793	120.753
BED1	50.3445	19.1594	315.327
BEDA	43.4436	-88.8458	226.549
BEDE	39.8248	-119.8283	1573.56
BEDF	44.6836	-63.6113	3.109
BEDZ	50.3445	19.1594	315.317
BEE1	54.491	-3.6066	66.168
BEE2	-27.7203	153.2025	54.714
BEEC	-36.3464	146.6577	442.948
BEER	35.5581	-117.7827	835.385
BEES	39.2672	-117.7095	2180.92
BEGA	47.6337	13.0007	669.12
BEHR	3.7654	101.5172	68.732
BEIL	52.8604	6.5151	71.389
BEIU	46.6694	22.3515	244.502
BEJ1	7.0606	-73.8756	93.538
BEJA	38.0129	-7.8728	305.855
BEJE	37.9982	-7.8654	312.45
BEL0	-19.8686	-43.9619	815.123
BEL1	44.1546	-77.4305	76.877
BEL2	46.8663	-91.0858	200.816
BEL3	44.2275	-77.1883	64.672
BEL4	51.2398	19.2063	238.155
BEL5	42.8261	74.0961	716.763
BELC	51.1953	19.3314	265.805
BELE	-1.4088	-48.4625	9.08
BELF	54.5772	-5.9319	81.991
BELG	-77.8748	-34.6267	245.82
BELI	48.7553	-122.479	10.656
BELL	41.5996	1.4011	853.4
BELO	45.5657	-73.2034	-8.415
BELP	37.5913	14.9774	609.387
BELS	51.8352	20.7915	221.798
BELT	27.4574	83.8257	54.317
BEMT	34.0005	-115.9982	1373.66
BEN1	-36.5439	146.0062	186.881
BENA	37.2324	-8.1267	333.196
BENB	57.4731	-7.3641	67.235
BEND	44.0572	-121.3152	1095.85
BENI	-26.1953	28.3413	1670.12
BENN	-84.7865	-116.4598	1416.35
BENT	40.4578	-90.67	200.446
BEPA	-1.4608	-48.4414	-17.801
BEPK	35.8784	-118.0741	2471.12
BER1	6.4927	-74.4103	159.055
BER2	40.7082	19.9455	269.243
BER3	52.4893	13.3122	108.415
BER4	50.8623	4.6124	101.023
BER5	-34.2846	140.602	37.584
BERA	40.7029	19.9563	105.891
BERG	40.6115	-0.0973	892.802
BERI	-34.2861	140.6003	36.343
BERL	50.7007	5.1869	185.584
BERO	41.7054	22.853	900.27
BERP	-74.5459	-111.8846	313.093
BERR	39.6022	-120.4475	1930.89
BERT	40.7567	-85.1407	224.955
BESI	28.2286	84.3797	738.071
BET1	60.7879	-161.8417	52.143
BETH	-28.2498	28.3342	1722.68
BEUA	-35.94	142.4147	97.14
BEUD	42.2556	2.6757	879.767
BEUL	-35.8496	142.2723	100.814
BEUT	59.5815	-136.4654	930.074
BEVA	45.6719	13.0694	50.12
BEVE	44.1941	9.7692	144.702
BEYS	37.6773	31.7466	1187.55
BEZA	51.3069	4.3156	66.049
BEZD	50.5087	16.2293	539.499
BF01	12.4273	-1.3873	314.173
BFG5	50.3533	7.5977	139.555
BFIR	47.6174	-122.1255	121.683
BFLD	35.4131	-119.0453	108.375
BFLO	40.7288	-119.8287	1363.65
BFLT	38.8539	-119.6759	1597.1
BFMN	29.9768	-90.2453	-19.982
BFNY	42.8776	-78.8904	145.542
BFO1	48.3305	8.3249	690.267
BFRK	47.7346	-93.6504	386.168
BFSE	40.4176	-86.8948	149.818
BFSH	35.5911	-118.498	791.683
BFTA	-29.1113	26.2048	1441.27
BFTN	-29.1037	26.2978	1380.65
BGBC	48.481	-4.4965	124.506
BGDR	43.8891	11.895	740.954
BGGY	17.0451	-61.8612	356.285
BGIS	33.9671	-118.1597	2.833
BGL2	47.5319	-95.3476	427.08
BGLY	47.5326	-95.3475	434.114
BGOH	41.3802	-83.6426	210.681
BGRJ	50.5362	22.7066	241.15
BHAL	12.1843	40.6204	607.453
BHAO	36.1637	128.9763	1133.17
BHIL	39.3786	-120.118	1988.87
BHMA	26.6899	-78.967	-26.051
BHR1	26.2091	50.6081	-13.951
BHR2	26.2091	50.6081	-13.966
BHR3	26.2091	50.6081	-13.888
BHR4	26.2091	50.6081	-13.888
BHRH	21.4056	39.4765	112.025
BHST	-39.4892	176.0632	882.559
BHUM	27.5447	90.7229	2873.58
BIA1	51.6511	20.9514	161.578
BIAL	53.1321	23.1387	191.405
BIAZ	43.472	-1.5369	121.393
BICA	46.8242	25.8514	725.441
BIE0	52.7515	23.1871	177.979
BIE1	50.6706	16.6062	404.429
BIEL	45.5607	8.0481	480.517
BIGD	47.9333	-118.9888	493.375
BIGP	37.1678	-118.3383	1554.84
BIGR	43.6791	-85.4877	284.49
BIGS	39.286	-116.8249	1877.83
BIHA	44.8139	15.8689	291.425
BIJA	9.75	-84.5769	555.637
BIK0	42.8542	74.5332	744.951
BIL1	45.9712	-107.9965	873.859
BIL2	45.9712	-107.9968	874.618
BIL5	45.9712	-107.9965	873.924
BIL6	45.9712	-107.9968	874.688
BILB	68.0653	166.4534	315.763
BILE	40.1415	29.9774	584.402
BILG	50.5315	22.7186	242.91
BILI	68.0761	166.438	456.146
BILL	33.5782	-117.0646	470.064
BILS	47.5393	-124.2525	38.353
BIN1	3.2403	113.0943	59.013
BIN2	-32.4118	151.6523	486.764
BIND	-26.6651	149.0475	366.642
BINE	41.8482	0.2959	346.893
BING	38.8855	40.5008	1183.63
BINN	-33.1532	115.6975	-23.794
BINT	3.2615	113.0672	48.811
BIOK	53.1501	23.2029	190.198
BIPO	52.0237	23.1584	186.946
BIRC	-35.9854	142.9128	117.295
BIRD	35.9576	-115.4291	1523.17
BIRF	-40.6798	176.2461	309.018
BIRP	26.4838	87.267	13.255
BIRZ	56.2009	24.7583	101.907
BIS1	56.8545	-135.5393	66.728
BIS2	42.8542	74.5332	744.887
BIS5	56.8545	-135.5393	66.829
BIS6	56.8543	-135.5396	66.666
BISH	42.8781	74.6191	735.316
BISI	39.5135	16.2866	428.541
BISK	50.2567	17.4286	950.851
BISO	-32.8637	27.4291	593.664
BIST	47.1289	24.494	413.711
BIT2	1.0783	97.811	-7.892
BITI	1.0786	97.8114	-7.581
BITO	41.0241	21.3355	667.319
BITS	63.3047	-148.1883	810.861
BIWI	48.7088	7.6582	237.074
BJAB	7.1823	2.0005	243.865
BJCO	6.3847	2.45	30.737
BJCT	-30.1017	148.9642	198.064
BJFS	39.6086	115.8925	87.407
BJKA	11.1247	2.928	317.143
BJMP	36.7333	3.7225	106.96
BJNA	10.2532	1.3807	416.965
BJNI	9.9513	3.204	411.01
BJNM	40.2453	116.2241	109.118
BJPA	9.3575	2.6257	423.919
BJSA	7.9278	1.9932	163.514
BKAP	35.287	-116.0804	252.03
BKFP	12.4686	4.2292	250.016
BKLY	37.7978	-81.1522	691.342
BKMS	33.9623	-118.0947	11.025
BKNL	-31.9963	141.4701	307.401
BKR1	35.1324	-119.1095	56.875
BKR2	35.1326	-119.1093	56.787
BKS1	44.5621	-63.732	52.298
BKSD	-27.7496	151.4586	434.873
BKVL	28.4738	-82.4537	-6.55
BL01	46.137	12.2025	453.618
BLA1	37.2113	-80.4205	605.701
BLA2	37.9494	-86.7703	99.45
BLA3	39.0213	-86.7236	238.271
BLAB	48.2664	-94.7187	336.58
BLAC	39.7965	-119.2947	1282.67
BLAP	53.7769	-3.035	66.048
BLAS	79.5386	-22.9747	484.037
BLAW	48.2672	-94.7018	337.135
BLBP	19.3546	-155.7114	2664.26
BLCL	52.3883	-126.5893	24.7
BLEA	48.2704	-94.6884	336.46
BLEB	48.2634	-94.692	336.558
BLEC	48.2764	-94.6941	336.226
BLEI	46.5897	14.7939	537.91
BLER	50.9586	1.8249	57.302
BLFA	44.3575	-90.6561	246.258
BLFD	46.7512	-64.1907	5.757
BLFT	47.6259	6.8585	416.467
BLG1	44.511	11.3506	93.773
BLG2	46.1718	5.5741	544.71
BLGA	2.7053	113.7843	98.297
BLGN	46.1718	5.5741	544.727
BLGU	42.9582	-0.8007	1649.23
BLIG	51.6947	2.8174	90.359
BLIN	37.758	-118.504	1856.84
BLIX	43.8735	6.3667	1077.11
BLKG	-31.9262	117.1121	266.958
BLKV	37.206	-80.4145	604.797
BLLM	53.4416	5.6877	54.544
BLMM	36.8798	-89.9725	98.963
BLMT	-31.947	115.9253	-15.27
BLN1	34.6603	-106.7921	1467.81
BLNA	-28.8692	153.5615	51.291
BLOM	40.4956	-88.9999	204.854
BLOV	-19.8536	-68.2454	3735.6
BLRA	41.8103	13.5603	419.486
BLRK	40.7697	-119.0933	1237.33
BLRN	-34.6459	143.5674	77.527
BLRW	43.2303	-90.5308	188.994
BLSA	33.7995	-118.0287	-23.155
BLUE	43.6629	-94.1221	302.467
BLUF	-46.5851	168.2921	124.702
BLUM	40.9492	-118.0475	1364.66
BLVR	47.3235	6.6113	714.519
BLVU	47.5992	-122.1832	-8.29
BLW2	42.7671	-109.5578	2215.57
BLWB	48.2629	-94.7091	337.047
BLWC	48.2742	-94.715	336.387
BLWY	42.7671	-109.5578	2215.64
BLY1	42.4068	-121.0491	1313.43
BLYN	48.0161	-122.9275	613.349
BLYT	33.6104	-114.7149	85.93
BM8A	-43.5574	172.7325	37.673
BMAN	-31.1063	138.707	616.635
BMCL	28.6558	81.7144	2240.83
BMCP	58.7829	-136.4796	20.244
BMDW	-21.7973	147.9881	312.879
BMHG	49.6592	-1.8296	231.259
BMHL	34.2514	-116.053	722.632
BMIJ	47.5013	-94.9376	402.085
BMNT	43.8774	0.9773	166.6
BMPD	32.307	-64.7679	16.15
BMRY	33.9627	-116.9847	787.253
BMTN	51.0135	-93.7657	342.079
BMTS	43.2349	-70.8098	20.741
BMWS	-21.0593	-67.9703	3727.08
BN01	-20.219	-70.1527	45.597
BN02	-23.6685	-70.405	55.152
BN03	-27.3695	-70.3321	417.833
BN05	-33.0433	-71.6239	94.463
BN06	-34.1708	-70.7396	539.576
BN07	-35.4266	-71.6647	132.392
BN08	-36.8271	-73.0493	53.984
BN09	-38.7388	-72.5903	168.936
BN11	-45.572	-72.0686	308.23
BN12	-53.1599	-70.9125	42.35
BN13	-33.4433	-70.6464	616.817
BN14	-39.8205	-73.2293	40.285
BN15	-18.4789	-70.3213	60.182
BN17	-30.6039	-71.202	257.726
BN20	-42.4819	-73.7655	71.569
BN89	-38.7388	-72.5903	168.919
BNAB	53.4933	-130.637	8.53
BNBY	-33.3192	115.6381	-22.5
BNDM	44.0894	-121.3075	1070.31
BNDP	27.9495	84.3951	775.222
BNDY	-24.9082	152.321	80.042
BNET	-43.8625	170.1901	757.823
BNFY	30.8484	-85.6038	-0.601
BNGA	7.1049	-73.1237	959.5
BNGL	-12.584	13.4082	47.19
BNGM	26.1192	89.6648	-6.573
BNKB	53.3315	-129.9009	412.337
BNOA	-8.7465	115.2099	39.015
BNOE	-17.8415	-68.4093	3944.74
BNON	2.5208	96.1508	8.257
BNSL	33.2581	-117.2361	37.448
BNT1	51.676	-9.4497	114.59
BNYV	54.5627	-110.9761	582.351
BOA1	2.8338	-60.6946	69.85
BOAR	-75.0003	-100.8374	35.311
BOAV	2.8452	-60.7011	69.565
BOBB	44.7706	9.3834	370.572
BOBS	39.448	-116.982	2185.46
BOCA	39.4109	-120.045	2058.92
BODD	-32.7403	116.3667	347.483
BODI	38.2165	-118.969	2468.92
BODO	46.7408	16.0902	340.278
BOG1	4.6378	-74.0823	2589.05
BOGA	4.6387	-74.0799	2610.17
BOGI	52.475	21.0352	139.919
BOGO	52.4759	21.0353	149.599
BOGS	48.2523	-94.6977	337.806
BOGT	4.6401	-74.0809	2576.93
BOGU	49.4763	1.1134	220.568
BOGZ	39.1936	35.2551	1106.74
BOIL	40.2723	-119.3823	1273.78
BOIS	49.0937	2.0431	163.755
BOL1	45.5943	11.2079	863.666
BOLA	-37.7117	142.8409	217.198
BOLC	-37.7116	142.8409	219.983
BOLE	51.2555	15.5584	261.867
BOLG	44.5002	11.3568	99.651
BOLO	44.4876	11.3288	140.118
BOLU	40.7335	31.602	789.332
BOM1	-21.2397	55.7092	2549.56
BOM2	-77.5089	167.4402	1962.03
BOMA	37.931	15.9197	63.55
BOMG	33.3646	-115.7297	-84.205
BOMJ	-13.2556	-43.4217	419.391
BOMZ	-77.509	167.4402	1960.99
BON2	9.7645	-85.2025	28.029
BONG	-21.2405	55.7097	2565.97
BONH	33.5514	-96.2109	170.752
BONI	37.225	-117.1768	1290.34
BONN	50.6759	7.1588	128.502
BONT	39.5311	-120.4282	2319.16
BOOL	-36.3402	142.668	129.362
BOOM	39.4756	-119.9559	2106.23
BOR1	52.277	17.0735	124.365
BOR2	44.3062	10.696	1023.38
BOR4	-60.7398	-44.7406	121.168
BOR5	-21.2465	55.7069	2579.44
BORB	38.8103	-7.4625	496.007
BORC	46.4372	12.2181	989.096
BORG	45.5329	11.9694	70.898
BORJ	53.5789	6.6664	52.993
